PID	interID	NumberID
721338	721355	721258
714843	715011	714500
714843	715011	714562
714843	715011	714562
715148	715173	715099
715148	715173	715017
715148	715173	715017
726954	726966	726909
726954	726966	726921
727799	727810	727680
727799	727810	727798
727799	727810	727798
719802	719869	719735
719802	719869	719724
723852	723870	723706
723852	723870	723756
720411	720455	720402
720411	720455	720406
714843	715006	714632
714843	715006	714478
723852	723877	723706
723852	723877	723790
714843	714931	714715
714843	714931	714700
714843	714931	714700
726231	726313	725909
726231	726313	725912
727295	727328	727162
727295	727328	727168
721594	721654	721470
721594	721654	721591
721594	721654	721591
727580	727595	727565
727580	727595	727491
723622	723691	723508
723622	723691	723555
722103	722115	722102
722103	722115	722015
722103	722115	721990
722103	722115	721978
727295	727336	727188
727295	727336	727294
727295	727336	727294
724674	724676	724464
724674	724676	724660
726231	726245	725882
726231	726245	725868
726231	726245	725868
724170	724174	724143
724170	724174	724157
724170	724174	724157
716869	716871	716868
716869	716871	716820
727799	727827	727689
727799	727827	727729
726231	726336	725979
726231	726336	726192
723622	723678	723425
723622	723678	723614
723622	723678	723614
726231	726422	726001
726231	726422	725888
726231	726422	725888
728087	728100	728081
728087	728100	728046
715499	715504	715310
715499	715504	715334
715499	715504	715334
720778	720804	720718
720778	720804	720651
720778	720804	720651
715148	715183	715147
715148	715183	715060
715148	715183	715060
717652	717668	717585
717652	717668	717552
717652	717668	717552
727082	727119	727047
727082	727119	727049
727082	727119	727049
717031	717073	717002
717031	717073	717019
726231	726250	725859
726231	726250	725956
726231	726250	725956
717496	717516	717463
717496	717516	717464
714843	714917	714735
714843	714917	714720
714843	714917	714720
714130	714148	714129
714130	714148	714091
721594	721629	721475
721594	721629	721470
721594	721629	721470
718054	718080	717946
718054	718080	717941
721016	721027	720877
721016	721027	720886
723339	723365	723177
723339	723365	723076
723339	723365	723076
722916	722926	722540
722916	722926	722542
722916	722926	722542
723622	723625	723592
723622	723625	723609
720778	720784	720714
720778	720784	720680
722103	722132	722056
722103	722132	722055
722103	722132	722055
715796	715836	715727
715796	715836	715708
715796	715836	715708
719157	719222	719135
719157	719222	719071
719157	719222	719071
716869	716882	716782
716869	716882	716811
716869	716882	716811
720057	720103	719938
720057	720103	719954
728206	728228	728205
728206	728228	728173
728206	728228	728173
723622	723700	723416
723622	723700	723604
724970	724986	724899
724970	724986	724908
726231	726303	725858
726231	726303	725914
726231	726303	725914
718054	718074	717906
718054	718074	718005
718855	718885	718798
718855	718885	718848
718855	718885	718848
726689	726694	726619
726689	726694	726598
719574	719621	719419
719574	719621	719420
720778	720813	720777
720778	720813	720657
720778	720813	720657
714843	714859	714749
714843	714859	714736
714843	714859	714736
715796	715888	715641
715796	715888	715602
715796	715888	715602
728087	728088	728019
728087	728088	728003
725366	725383	725362
725366	725383	725353
717812	717823	717739
717812	717823	717747
718676	718730	718541
718676	718730	718630
718676	718730	718630
715148	715182	715147
715148	715182	715097
715148	715182	715097
726231	726346	726095
726231	726346	725947
723339	723373	723087
723339	723373	723066
723339	723373	723066
721753	721769	721703
721753	721769	721701
721753	721769	721701
721338	721368	721199
721338	721368	721168
721338	721368	721168
722318	722334	722237
722318	722334	722219
722318	722334	722219
716869	716938	716744
716869	716938	716811
716869	716938	716811
727295	727316	727257
727295	727316	727234
727295	727316	727234
719157	719170	718961
719157	719170	718977
722103	722139	722002
722103	722139	721976
715499	715500	715475
715499	715500	715487
715499	715500	715487
720264	720294	720154
720264	720294	720246
720264	720294	720246
719802	719850	719787
719802	719850	719787
719802	719850	719787
719574	719680	719439
719574	719680	719439
714130	714161	714129
714130	714161	714073
724170	724185	724167
724170	724185	724145
724170	724185	724145
718452	718480	718315
718452	718480	718423
726554	726555	726541
726554	726555	726539
726554	726555	726539
726231	726257	725866
726231	726257	725848
726231	726257	725848
722318	722340	722282
722318	722340	722243
722318	722340	722243
727082	727092	727077
727082	727092	726997
727082	727092	726997
726832	726874	726754
726832	726874	726793
724170	724213	724157
724170	724213	724142
727474	727482	727405
727474	727482	727465
718054	718117	717882
718054	718117	717878
718054	718117	717878
715796	715943	715559
715796	715943	715795
715796	715943	715795
719802	719813	719716
719802	719813	719699
719802	719813	719699
722473	722498	722366
722473	722498	722362
722473	722498	722362
716869	716921	716783
716869	716921	716868
719157	719246	718997
719157	719246	718986
719157	719246	718986
724170	724171	724169
724170	724171	724163
724170	724171	724163
721338	721376	721195
721338	721376	721295
721338	721376	721295
716869	716900	716868
716869	716900	716769
716869	716900	716769
721594	721631	721465
721594	721631	721464
721594	721631	721464
720057	720096	720022
720057	720096	720026
719157	719229	719147
719157	719229	719146
719157	719229	719146
724873	724874	724703
724873	724874	724704
719802	719815	719749
719802	719815	719787
719802	719815	719787
724035	724039	723906
724035	724039	724034
724035	724039	724034
722103	722155	722085
722103	722155	722056
718676	718713	718630
718676	718713	718498
718676	718713	718498
719157	719193	719115
719157	719193	719121
719157	719193	719121
718054	718057	718004
718054	718057	717996
718054	718057	717996
715796	715964	715552
715796	715964	715795
715796	715964	715795
714843	714854	714555
714843	714854	714544
714843	714854	714544
717652	717690	717566
717652	717690	717538
721594	721622	721488
721594	721622	721489
721594	721622	721489
719574	719653	719573
719574	719653	719505
719574	719653	719497
719574	719653	719427
714843	714971	714785
714843	714971	714805
714843	714971	714805
717496	717509	717458
717496	717509	717455
725366	725370	725348
725366	725370	725362
724288	724295	724236
724288	724295	724251
724288	724304	724255
724288	724304	724264
724288	724304	724264
725284	725289	725267
725284	725289	725261
725284	725289	725261
721909	721922	721837
721909	721922	721827
721909	721922	721827
718855	718876	718836
718855	718876	718779
718855	718876	718779
715148	715153	715127
715148	715153	715024
715148	715153	715024
714843	714966	714779
714843	714966	714780
714843	714966	714780
722916	722922	722894
722916	722922	722524
722916	722922	722524
720598	720617	720500
720598	720617	720479
720598	720617	720479
715796	715797	715792
715796	715797	715751
715796	715797	715751
727799	727808	727796
727799	727808	727791
727799	727808	727791
720598	720618	720501
720598	720618	720479
720598	720618	720479
714843	714886	714786
714843	714886	714790
724035	724059	723926
724035	724059	723952
724035	724059	723952
723622	723690	723586
723622	723690	723468
719346	719406	719279
719346	719406	719287
719346	719406	719287
718204	718220	718151
718204	718220	718152
727799	727830	727727
727799	727830	727683
726231	726406	726202
726231	726406	725867
726231	726406	725867
717652	717686	717595
717652	717686	717562
717652	717686	717562
714843	714890	714551
714843	714890	714572
714843	714890	714572
723016	723028	722944
723016	723028	722985
723016	723028	722985
724170	724198	724145
724170	724198	724104
722103	722144	722056
722103	722144	722098
727799	727822	727768
727799	727822	727720
727799	727822	727720
726832	726835	726817
726832	726835	726818
726832	726848	726772
726832	726848	726774
726832	726848	726774
720057	720076	719936
720057	720076	719888
720057	720076	719888
724970	724976	724917
724970	724976	724918
724970	724976	724918
717031	717083	717002
717031	717083	716963
725641	725651	725628
725641	725651	725633
715796	715824	715734
715796	715824	715710
715796	715824	715710
717652	717667	717586
717652	717667	717552
717652	717667	717552
720057	720062	720027
720057	720062	720053
722103	722131	721976
722103	722131	722056
722103	722131	722056
721338	721432	721202
721338	721432	721228
720264	720289	720145
720264	720289	720143
720264	720289	720143
724170	724200	724145
724170	724200	724113
723339	723410	723230
723339	723410	723172
723339	723410	723172
728206	728212	728189
728206	728212	728137
720411	720426	720346
720411	720426	720410
726231	726301	725853
726231	726301	725910
726231	726301	725910
717031	717066	717002
717031	717066	716982
726231	726340	725980
726231	726340	726193
720264	720267	720257
720264	720267	720263
717031	717091	716996
717031	717091	717025
717031	717091	717025
717652	717679	717580
717652	717679	717560
717652	717679	717560
726231	726405	726201
726231	726405	725866
726231	726405	725866
715148	715154	715051
715148	715154	715147
715148	715154	715147
721594	721608	721555
721594	721608	721554
714843	714958	714669
714843	714958	714668
714843	714958	714668
721338	721344	721183
721338	721344	721337
721338	721344	721337
724035	724056	724020
724035	724056	723899
724035	724056	723899
725366	725376	725327
725366	725376	725362
715796	715907	715611
715796	715907	715795
715796	715907	715795
721338	721408	721308
721338	721408	721303
721338	721408	721303
715796	715938	715580
715796	715938	715566
715796	715938	715566
723339	723347	723183
723339	723347	723164
723339	723347	723164
723852	723857	723800
723852	723857	723791
723852	723857	723791
727474	727483	727405
727474	727483	727405
718452	718471	718347
718452	718471	718346
726832	726863	726831
726832	726863	726802
726832	726863	726802
714843	714949	714694
714843	714949	714760
714843	714949	714760
717652	717687	717578
717652	717687	717562
717652	717687	717562
726832	726876	726786
726832	726876	726793
727799	727802	727688
727799	727802	727734
727799	727802	727734
718855	718873	718830
718855	718873	718808
718855	718873	718808
726231	726416	726142
726231	726416	726041
727926	727952	727842
727926	727952	727844
721016	721019	720908
721016	721019	720862
721016	721019	720862
723622	723632	723453
723622	723632	723535
723622	723632	723535
715796	715915	715781
715796	715915	715778
715796	715915	715778
723622	723644	723573
723622	723644	723541
723622	723644	723541
717496	717498	717458
717496	717498	717455
717496	717498	717455
719802	719848	719766
719802	719848	719801
719802	719848	719801
719346	719363	719295
719346	719363	719345
719346	719363	719345
721594	721644	721576
721594	721644	721575
721594	721644	721575
719802	719877	719788
719802	719877	719774
719802	719877	719774
728366	728368	728363
728366	728368	728364
728366	728368	728364
715796	715928	715587
715796	715928	715574
715796	715928	715574
715796	715921	715591
715796	715921	715577
715796	715921	715577
717652	717659	717640
717652	717659	717620
717652	717659	717620
720411	720436	720345
720411	720436	720328
719574	719587	719573
719574	719587	719513
719574	719587	719513
719574	719635	719510
719574	719635	719510
719802	719856	719791
719802	719856	719751
719574	719647	719573
719574	719647	719502
719574	719647	719429
719574	719647	719430
720411	720448	720410
720411	720448	720369
720411	720448	720369
717496	717500	717455
717496	717500	717445
717496	717500	717445
723339	723378	723182
723339	723378	723172
723339	723378	723172
718452	718462	718329
718452	718462	718325
718452	718462	718325
717652	717680	717552
717652	717680	717567
717652	717680	717567
720411	720453	720381
720411	720453	720375
720411	720453	720375
728087	728097	727985
728087	728097	728084
720057	720112	720028
720057	720112	719931
720057	720112	719931
723339	723341	723119
723339	723341	723105
716869	716911	716868
716869	716911	716860
719157	719212	718986
719157	719212	718998
719157	719212	718998
723622	723651	723534
723622	723651	723603
721753	721772	721691
721753	721772	721738
721753	721772	721738
721338	721370	721203
721338	721370	721195
721338	721370	721195
726231	726247	725859
726231	726247	725858
726231	726247	725858
724970	725002	724937
724970	725002	724932
718855	718882	718827
718855	718882	718784
718855	718882	718784
715148	715189	715024
715148	715189	715097
715148	715189	715097
718054	718124	718005
718054	718124	717996
718054	718124	717996
719157	719233	718927
719157	719233	718937
719157	719233	718937
726554	726565	726539
726554	726565	726523
718204	718206	718186
718204	718206	718172
718204	718206	718172
724418	724442	724414
724418	724442	724411
723852	723883	723845
723852	723883	723850
723852	723883	723850
718676	718739	718630
718676	718739	718663
724035	724065	723953
724035	724065	723995
714130	714137	714129
714130	714137	714126
718676	718708	718563
718676	718708	718662
718676	718708	718662
714843	714934	714714
714843	714934	714533
714843	714934	714533
715148	715162	715098
715148	715162	715147
715148	715162	715147
726689	726721	726627
726689	726721	726647
726689	726721	726647
720411	720418	720328
720411	720418	720335
720411	720418	720335
726231	726345	726095
726231	726345	725980
728206	728230	728169
728206	728230	728167
728206	728230	728167
726689	726717	726585
726689	726717	726674
723852	723860	723791
723852	723860	723789
723852	723860	723789
728087	728099	728081
728087	728099	727971
721338	721383	721330
721338	721383	721325
721338	721383	721325
719574	719607	719484
719574	719607	719485
719574	719607	719485
717652	717697	717618
717652	717697	717596
715148	715163	715098
715148	715163	715024
715148	715163	715024
723339	723398	723110
723339	723398	723152
715148	715169	715100
715148	715169	715017
715148	715169	715017
717496	717515	717462
717496	717515	717464
717496	717515	717464
714843	715004	714534
714843	715004	714528
720411	720469	720345
720411	720469	720410
722473	722491	722460
722473	722491	722455
722473	722491	722455
724035	724044	723989
724035	724044	723990
724035	724044	723990
715796	715859	715680
715796	715859	715795
715796	715859	715795
727295	727299	727217
727295	727299	727278
727295	727299	727278
719802	719871	719731
719802	719871	719719
727082	727120	727081
727082	727120	727058
727082	727120	727058
720057	720080	719897
720057	720080	719996
720057	720080	719996
719802	719831	719774
719802	719831	719783
720264	720306	720136
720264	720306	720187
727926	727962	727860
727926	727962	727850
723339	723370	723077
723339	723370	723182
723339	723370	723182
718452	718478	718448
718452	718478	718447
721594	721632	721464
721594	721632	721593
721594	721632	721593
715796	715832	715730
715796	715832	715709
715796	715832	715709
719802	719880	719716
719802	719880	719717
719802	719880	719717
719574	719676	719441
719574	719676	719441
720778	720819	720650
720778	720819	720649
720778	720819	720649
723339	723395	723158
723339	723395	723135
725403	725408	725387
725403	725408	725395
726231	726330	725978
726231	726330	726193
727295	727337	727190
727295	727337	727294
727295	727337	727294
718855	718861	718756
718855	718861	718847
718855	718861	718847
726689	726710	726674
726689	726710	726669
726689	726710	726669
723852	723876	723730
723852	723876	723752
721016	721028	720876
721016	721028	720886
726554	726576	726528
726554	726576	726530
726554	726576	726530
718054	718065	717897
718054	718065	717887
717031	717056	717002
717031	717056	717028
724170	724218	724122
724170	724218	724127
723622	723663	723533
723622	723663	723540
723622	723663	723540
725522	725530	725477
725522	725530	725494
725522	725530	725494
721909	721917	721847
721909	721917	721845
721909	721917	721845
714843	714884	714779
714843	714884	714817
714843	714984	714497
714843	714984	714538
714843	714984	714538
715796	715878	715651
715796	715878	715795
715796	715878	715795
718855	718863	718808
718855	718863	718798
718855	718863	718798
715148	715222	715131
715148	715222	715125
715148	715222	715125
718452	718487	718413
718452	718487	718451
728613	728615	728579
728613	728615	728580
728613	728615	728580
719574	719687	719437
719574	719687	719446
724970	724994	724901
724970	724994	724894
724970	724994	724894
726954	726965	726909
726954	726965	726922
716869	716918	716836
716869	716918	716735
716869	716918	716735
723339	723354	723283
723339	723354	723224
723339	723354	723224
714130	714186	714129
714130	714186	714042
716686	716693	716285
716686	716693	716286
716686	716693	716286
726954	726960	726916
726954	726960	726915
726954	726960	726915
714130	714176	714129
714130	714176	714092
719157	719184	718937
719157	719184	719154
719157	719184	719154
719157	719209	719048
719157	719209	719156
719157	719209	719156
726954	726956	726937
726954	726956	726901
719157	719162	718973
719157	719162	718953
714843	714848	714660
714843	714848	714597
714843	714848	714597
721016	721030	720860
721016	721030	720861
726231	726269	725924
726231	726269	725957
726231	726269	725957
727662	727667	727650
727662	727667	727646
727662	727667	727646
727082	727136	726989
727082	727136	727067
727082	727136	727067
720778	720791	720716
720778	720791	720777
720778	720791	720777
723622	723675	723597
723622	723675	723584
723622	723675	723584
721909	721930	721845
721909	721930	721853
721909	721930	721853
722318	722322	722273
722318	722322	722258
723622	723669	723440
723622	723669	723436
723622	723669	723436
724674	724681	724586
724674	724681	724592
724674	724681	724592
726231	726236	725803
726231	726236	726230
726231	726236	726230
715796	715899	715616
715796	715899	715594
715796	715899	715594
722916	722917	722541
722916	722917	722900
720411	720475	720410
720411	720475	720328
721753	721759	721740
721753	721759	721741
726231	726263	725915
726231	726263	725919
726231	726263	725919
715796	715802	715768
715796	715802	715751
715796	715802	715751
724035	724049	723899
724035	724049	723897
721909	721932	721904
721909	721932	721899
721909	721932	721899
724418	724443	724414
724418	724443	724409
719802	719870	719724
719802	719870	719720
721338	721425	721204
721338	721425	721179
721338	721425	721179
717031	717074	717002
717031	717074	716976
721909	721939	721847
721909	721939	721788
726231	726273	725957
726231	726273	725967
726231	726273	725967
718676	718719	718597
718676	718719	718557
718676	718719	718557
717031	717037	716954
717031	717037	717002
717031	717037	717002
718676	718728	718609
718676	718728	718498
722103	722104	722102
722103	722104	722075
722103	722104	721990
722103	722104	721977
727082	727152	727073
727082	727152	727081
726231	726290	726009
726231	726290	726010
719802	719823	719786
719802	719823	719797
717812	717816	717739
717812	717816	717740
722916	722929	722523
722916	722929	722541
722916	722929	722541
724170	724172	724169
724170	724172	724143
724170	724172	724143
718054	718058	717935
718054	718058	717941
718054	718058	717941
720057	720093	719904
720057	720093	719938
714843	714893	714572
714843	714893	714544
714843	714893	714544
724674	724684	724656
724674	724684	724657
724674	724684	724657
724170	724181	724079
724170	724181	724122
721594	721623	721488
721594	721623	721486
721594	721623	721486
722103	722156	721971
722103	722156	722056
714843	715002	714748
714843	715002	714733
721753	721761	721742
721753	721761	721744
721753	721761	721744
715796	715898	715617
715796	715898	715594
715796	715898	715594
728206	728208	728147
728206	728208	728137
719802	719812	719717
719802	719812	719699
719802	719812	719699
726554	726569	726461
726554	726569	726460
726554	726569	726460
717652	717655	717647
717652	717655	717633
717652	717655	717633
719157	719228	718953
719157	719228	719147
719157	719228	719147
716869	716905	716794
716869	716905	716735
716869	716905	716735
718054	718088	717984
718054	718088	718005
727295	727296	727278
727295	727296	727250
727295	727296	727250
722318	722328	722237
722318	722328	722317
721338	721371	721202
721338	721371	721196
721338	721371	721196
719802	719819	719746
719802	719819	719787
719802	719819	719787
720411	720446	720352
720411	720446	720322
720411	720446	720322
725740	725741	725667
725740	725741	725669
725740	725741	725669
724170	724184	724122
724170	724184	724167
724170	724184	724167
725366	725380	725355
725366	725380	725358
725366	725380	725358
718298	718309	718277
718298	718309	718282
720264	720313	720213
720264	720313	720140
720264	720313	720140
720411	720420	720334
720411	720420	720343
720411	720420	720343
726231	726325	725945
726231	726325	725947
722473	722484	722418
722473	722484	722441
718855	718877	718747
718855	718877	718827
718855	718877	718827
721338	721361	721255
721338	721361	721204
721338	721361	721204
716869	716883	716782
716869	716883	716839
716869	716883	716839
726832	726854	726740
726832	726854	726756
726832	726854	726756
723852	723864	723840
723852	723864	723839
723852	723864	723839
714843	714889	714562
714843	714889	714555
714843	714889	714555
718855	718880	718841
718855	718880	718840
718855	718880	718840
727926	727929	727842
727926	727929	727912
727926	727929	727912
721594	721610	721568
721594	721610	721555
721594	721610	721555
726231	726373	726006
726231	726373	725992
726231	726373	725992
720598	720619	720531
720598	720619	720543
727295	727313	727268
727295	727313	727193
727295	727313	727193
723622	723698	723417
723622	723698	723604
727474	727475	727435
727474	727475	727462
727474	727475	727462
727926	727948	727902
727926	727948	727883
727926	727948	727883
720057	720106	719969
720057	720106	720044
721338	721387	721195
721338	721387	721324
721338	721387	721324
715796	715889	715640
715796	715889	715601
715796	715889	715601
720264	720290	720241
720264	720290	720242
720264	720290	720242
717031	717041	716947
717031	717041	717002
724873	724875	724708
724873	724875	724704
721753	721777	721739
721753	721777	721686
719574	719638	719573
719574	719638	719506
719574	719638	719507
719574	719638	719429
727926	727956	727873
727926	727956	727861
718452	718494	718426
718452	718494	718339
715148	715193	715024
715148	715193	715123
715148	715193	715123
724288	724289	724237
724288	724289	724236
724288	724289	724236
715796	715820	715738
715796	715820	715715
715796	715820	715715
728206	728220	728169
728206	728220	728179
728206	728220	728179
721753	721766	721746
721753	721766	721739
721753	721766	721739
715499	715505	715438
715499	715505	715348
715499	715505	715348
714843	714928	714718
714843	714928	714780
714843	714928	714780
714843	714953	714760
714843	714953	714713
714843	714953	714713
717652	717665	717620
717652	717665	717586
717652	717665	717586
714130	714184	714129
714130	714184	714097
715499	715501	715487
715499	715501	715454
715499	715501	715454
721338	721339	721282
721338	721339	721257
721338	721339	721257
721909	721918	721847
721909	721918	721904
721909	721918	721904
714843	714941	714696
714843	714941	714694
714843	714941	714694
719346	719397	719297
719346	719397	719341
719346	719397	719341
726954	726963	726880
726954	726963	726951
726954	726963	726951
715796	715919	715591
715796	715919	715774
715796	715919	715774
725641	725659	725590
725641	725659	725591
718054	718061	717878
718054	718061	717906
714843	714870	714725
714843	714870	714733
717652	717685	717595
717652	717685	717601
717652	717685	717601
726231	726297	725829
726231	726297	726230
726231	726297	726230
715796	715852	715699
715796	715852	715687
715796	715852	715687
721594	721619	721523
721594	721619	721531
721594	721619	721531
715796	715798	715791
715796	715798	715751
715796	715798	715751
714843	714907	714538
714843	714907	714840
714843	714907	714840
723339	723409	723176
723339	723409	723182
723339	723409	723182
726231	726282	726104
726231	726282	726108
719157	719211	718998
719157	719211	718992
719157	719211	718992
723852	723879	723809
723852	723879	723732
723852	723879	723732
727580	727585	727489
727580	727585	727561
727580	727585	727561
716869	716870	716825
716869	716870	716868
721016	721024	720863
721016	721024	720886
722318	722356	722219
722318	722356	722282
719574	719670	719450
719574	719670	719450
715499	715512	715438
715499	715512	715252
725241	725251	725160
725241	725251	725158
725241	725251	725158
727580	727596	727565
727580	727596	727490
725641	725662	725586
725641	725662	725554
725641	725662	725554
718676	718740	718609
718676	718740	718630
719802	719803	719736
719802	719803	719699
719802	719803	719699
718676	718738	718589
718676	718738	718606
724288	724308	724259
724288	724308	724264
724288	724308	724264
718676	718698	718596
718676	718698	718558
718676	718698	718558
714843	714968	714824
714843	714968	714540
714843	714968	714540
716117	716118	716115
716117	716118	716025
716117	716118	716025
727082	727125	727050
727082	727125	727052
715796	715912	715785
715796	715912	715783
715796	715912	715783
723622	723699	723416
723622	723699	723556
726689	726705	726670
726689	726705	726638
726689	726705	726638
727295	727309	727268
727295	727309	727263
727295	727309	727263
726832	726847	726772
726832	726847	726773
726832	726847	726773
725313	725316	725298
725313	725316	725309
715796	715829	715731
715796	715829	715710
715796	715829	715710
721594	721642	721442
721594	721642	721519
721594	721642	721519
720598	720612	720495
720598	720612	720488
720598	720612	720488
726231	726333	725978
726231	726333	726120
720778	720807	720651
720778	720807	720649
720778	720807	720649
722916	722925	722532
722916	722925	722533
722916	722925	722533
714130	714174	714129
714130	714174	714044
715796	715811	715761
715796	715811	715746
715796	715811	715746
718676	718742	718625
718676	718742	718508
716869	716893	716755
716869	716893	716805
721594	721651	721583
